kind,scope,name,numeric_value,text_value
metric,"round_60",boundary_edge_fraction,0.0259346,
metric,"round_60",partition_load_imbalance,600.6,
metric,"round_60",local_queue_size,99267,
metric,"round_60",boundary_queue_size,2643,
metric,"round_60",accepted_local_collapses,446,
metric,"round_60",accepted_boundary_collapses,128,
metric,"round_60",skipped_boundary_edges,0,
metric,"round_60",rejected_conflicts,997,
metric,"round_60",repartitioned,1,
metric,"round_61",interior_edge_fraction,0.972142,
metric,"round_61",boundary_edge_fraction,0.0278576,
metric,"round_61",partition_load_imbalance,826.043,
metric,"round_61",local_queue_size,97397,
metric,"round_61",boundary_queue_size,2791,
metric,"round_61",accepted_local_collapses,443,
metric,"round_61",accepted_boundary_collapses,128,
metric,"round_61",skipped_boundary_edges,0,
metric,"round_61",rejected_conflicts,1009,
metric,"round_61",repartitioned,1,
metric,"round_62",interior_edge_fraction,0.973628,
metric,"round_62",boundary_edge_fraction,0.0263722,
metric,"round_62",partition_load_imbalance,1170.24,
metric,"round_62",local_queue_size,95878,
metric,"round_62",boundary_queue_size,2597,
metric,"round_62",accepted_local_collapses,425,
metric,"round_62",accepted_boundary_collapses,128,
metric,"round_62",skipped_boundary_edges,0,
metric,"round_62",rejected_conflicts,780,
metric,"round_62",repartitioned,1,
metric,"round_63",interior_edge_fraction,0.974312,
metric,"round_63",boundary_edge_fraction,0.0256879,
metric,"round_63",partition_load_imbalance,1536.28,
metric,"round_63",local_queue_size,94329,
metric,"round_63",boundary_queue_size,2487,
metric,"round_63",accepted_local_collapses,417,
metric,"round_63",accepted_boundary_collapses,128,
metric,"round_63",skipped_boundary_edges,0,
metric,"round_63",rejected_conflicts,648,
metric,"round_63",repartitioned,1,
metric,"round_64",interior_edge_fraction,0.974627,
metric,"round_64",boundary_edge_fraction,0.0253727,
metric,"round_64",partition_load_imbalance,2009.58,
metric,"round_64",local_queue_size,92766,
metric,"round_64",boundary_queue_size,2415,
metric,"round_64",accepted_local_collapses,407,
metric,"round_64",accepted_boundary_collapses,128,
metric,"round_64",skipped_boundary_edges,0,
metric,"round_64",rejected_conflicts,595,
metric,"round_64",repartitioned,1,
metric,"round_65",interior_edge_fraction,0.975539,
metric,"round_65",boundary_edge_fraction,0.0244614,
metric,"round_65",partition_load_imbalance,2918.31,
metric,"round_65",local_queue_size,91287,
metric,"round_65",boundary_queue_size,2289,
metric,"round_65",accepted_local_collapses,404,
metric,"round_65",accepted_boundary_collapses,128,
metric,"round_65",skipped_boundary_edges,0,
metric,"round_65",rejected_conflicts,566,
metric,"round_65",repartitioned,1,
metric,"round_66",interior_edge_fraction,0.975103,
metric,"round_66",boundary_edge_fraction,0.0248967,
metric,"round_66",partition_load_imbalance,3770.5,
metric,"round_66",local_queue_size,89690,
metric,"round_66",boundary_queue_size,2290,
metric,"round_66",accepted_local_collapses,399,
metric,"round_66",accepted_boundary_collapses,128,
metric,"round_66",skipped_boundary_edges,0,
metric,"round_66",rejected_conflicts,605,
metric,"round_66",repartitioned,1,
metric,"round_67",interior_edge_fraction,0.974115,
metric,"round_67",boundary_edge_fraction,0.0258852,
metric,"round_67",partition_load_imbalance,5357,
metric,"round_67",local_queue_size,88059,
metric,"round_67",boundary_queue_size,2340,
metric,"round_67",accepted_local_collapses,400,
metric,"round_67",accepted_boundary_collapses,128,
metric,"round_67",skipped_boundary_edges,0,
metric,"round_67",rejected_conflicts,640,
metric,"round_67",repartitioned,1,
metric,"round_68",interior_edge_fraction,0.975443,
metric,"round_68",boundary_edge_fraction,0.0245567,
metric,"round_68",partition_load_imbalance,9319.75,
metric,"round_68",local_queue_size,86634,
metric,"round_68",boundary_queue_size,2181,
metric,"round_68",accepted_local_collapses,396,
metric,"round_68",accepted_boundary_collapses,128,
metric,"round_68",skipped_boundary_edges,0,
metric,"round_68",rejected_conflicts,546,
metric,"round_68",repartitioned,1,
metric,"round_69",interior_edge_fraction,0.976617,
metric,"round_69",boundary_edge_fraction,0.023383,
metric,"round_69",partition_load_imbalance,37055,
metric,"round_69",local_queue_size,85203,
metric,"round_69",boundary_queue_size,2040,
metric,"round_69",accepted_local_collapses,394,
metric,"round_69",accepted_boundary_collapses,128,
metric,"round_69",skipped_boundary_edges,0,
metric,"round_69",rejected_conflicts,458,
metric,"round_69",repartitioned,1,
metric,"round_70",interior_edge_fraction,0.975793,
metric,"round_70",boundary_edge_fraction,0.0242072,
metric,"round_70",partition_load_imbalance,36782,
metric,"round_70",local_queue_size,83603,
metric,"round_70",boundary_queue_size,2074,
metric,"round_70",accepted_local_collapses,390,
metric,"round_70",accepted_boundary_collapses,128,
metric,"round_70",skipped_boundary_edges,0,
metric,"round_70",rejected_conflicts,571,
metric,"round_70",repartitioned,1,
metric,"round_71",interior_edge_fraction,0.974894,
metric,"round_71",boundary_edge_fraction,0.0251061,
metric,"round_71",partition_load_imbalance,36545,
metric,"round_71",local_queue_size,82011,
metric,"round_71",boundary_queue_size,2112,
metric,"round_71",accepted_local_collapses,389,
metric,"round_71",accepted_boundary_collapses,128,
metric,"round_71",skipped_boundary_edges,0,
metric,"round_71",rejected_conflicts,648,
metric,"round_71",repartitioned,1,
metric,"round_72",interior_edge_fraction,0.975052,
metric,"round_72",boundary_edge_fraction,0.0249479,
metric,"round_72",partition_load_imbalance,36319,
metric,"round_72",local_queue_size,80512,
metric,"round_72",boundary_queue_size,2060,
metric,"round_72",accepted_local_collapses,387,
metric,"round_72",accepted_boundary_collapses,128,
metric,"round_72",skipped_boundary_edges,0,
metric,"round_72",rejected_conflicts,695,
metric,"round_72",repartitioned,1,
metric,"round_73",interior_edge_fraction,0.974626,
metric,"round_73",boundary_edge_fraction,0.0253743,
metric,"round_73",partition_load_imbalance,18044,
metric,"round_73",local_queue_size,78971,
metric,"round_73",boundary_queue_size,2056,
metric,"round_73",accepted_local_collapses,386,
metric,"round_73",accepted_boundary_collapses,128,
metric,"round_73",skipped_boundary_edges,0,
metric,"round_73",rejected_conflicts,730,
metric,"round_73",repartitioned,1,
metric,"round_74",interior_edge_fraction,0.974209,
metric,"round_74",boundary_edge_fraction,0.025791,
metric,"round_74",partition_load_imbalance,35868,
metric,"round_74",local_queue_size,77435,
metric,"round_74",boundary_queue_size,2050,
metric,"round_74",accepted_local_collapses,384,
metric,"round_74",accepted_boundary_collapses,128,
metric,"round_74",skipped_boundary_edges,0,
metric,"round_74",rejected_conflicts,823,
metric,"round_74",repartitioned,1,
metric,"round_75",interior_edge_fraction,0.97406,
metric,"round_75",boundary_edge_fraction,0.02594,
metric,"round_75",partition_load_imbalance,17785,
metric,"round_75",local_queue_size,75927,
metric,"round_75",boundary_queue_size,2022,
metric,"round_75",accepted_local_collapses,385,
metric,"round_75",accepted_boundary_collapses,128,
metric,"round_75",skipped_boundary_edges,0,
metric,"round_75",rejected_conflicts,851,
metric,"round_75",repartitioned,1,
metric,"round_76",interior_edge_fraction,0.973982,
metric,"round_76",boundary_edge_fraction,0.0260175,
metric,"round_76",partition_load_imbalance,17650.5,
metric,"round_76",local_queue_size,74422,
metric,"round_76",boundary_queue_size,1988,
metric,"round_76",accepted_local_collapses,385,
metric,"round_76",accepted_boundary_collapses,128,
metric,"round_76",skipped_boundary_edges,0,
metric,"round_76",rejected_conflicts,894,
metric,"round_76",repartitioned,1,
metric,"round_77",interior_edge_fraction,0.974302,
metric,"round_77",boundary_edge_fraction,0.0256975,
metric,"round_77",partition_load_imbalance,17536.5,
metric,"round_77",local_queue_size,72947,
metric,"round_77",boundary_queue_size,1924,
metric,"round_77",accepted_local_collapses,386,
metric,"round_77",accepted_boundary_collapses,128,
metric,"round_77",skipped_boundary_edges,0,
metric,"round_77",rejected_conflicts,982,
metric,"round_77",repartitioned,1,
metric,"round_78",interior_edge_fraction,0.974621,
metric,"round_78",boundary_edge_fraction,0.0253788,
metric,"round_78",partition_load_imbalance,34830,
metric,"round_78",local_queue_size,71468,
metric,"round_78",boundary_queue_size,1861,
metric,"round_78",accepted_local_collapses,384,
metric,"round_78",accepted_boundary_collapses,128,
metric,"round_78",skipped_boundary_edges,0,
metric,"round_78",rejected_conflicts,1011,
metric,"round_78",repartitioned,1,
metric,"round_79",interior_edge_fraction,0.975388,
metric,"round_79",boundary_edge_fraction,0.0246124,
metric,"round_79",partition_load_imbalance,34603,
metric,"round_79",local_queue_size,70026,
metric,"round_79",boundary_queue_size,1767,
metric,"round_79",accepted_local_collapses,386,
metric,"round_79",accepted_boundary_collapses,128,
metric,"round_79",skipped_boundary_edges,0,
metric,"round_79",rejected_conflicts,994,
metric,"round_79",repartitioned,1,
metric,"round_80",interior_edge_fraction,0.974534,
metric,"round_80",boundary_edge_fraction,0.0254658,
metric,"round_80",partition_load_imbalance,34376,
metric,"round_80",local_queue_size,68462,
metric,"round_80",boundary_queue_size,1789,
metric,"round_80",accepted_local_collapses,386,
metric,"round_80",accepted_boundary_collapses,128,
metric,"round_80",skipped_boundary_edges,0,
metric,"round_80",rejected_conflicts,1112,
metric,"round_80",repartitioned,1,
metric,"round_81",interior_edge_fraction,0.972274,
metric,"round_81",boundary_edge_fraction,0.0277256,
metric,"round_81",partition_load_imbalance,17045.5,
metric,"round_81",local_queue_size,66804,
metric,"round_81",boundary_queue_size,1905,
metric,"round_81",accepted_local_collapses,386,
metric,"round_81",accepted_boundary_collapses,128,
metric,"round_81",skipped_boundary_edges,0,
metric,"round_81",rejected_conflicts,1266,
metric,"round_81",repartitioned,1,
metric,"round_82",interior_edge_fraction,0.972606,
metric,"round_82",boundary_edge_fraction,0.0273944,
metric,"round_82",partition_load_imbalance,33886,
metric,"round_82",local_queue_size,65327,
metric,"round_82",boundary_queue_size,1840,
metric,"round_82",accepted_local_collapses,386,
metric,"round_82",accepted_boundary_collapses,128,
metric,"round_82",skipped_boundary_edges,0,
metric,"round_82",rejected_conflicts,1306,
metric,"round_82",repartitioned,1,
metric,"round_83",interior_edge_fraction,0.971703,
metric,"round_83",boundary_edge_fraction,0.0282971,
metric,"round_83",partition_load_imbalance,8414.75,
metric,"round_83",local_queue_size,63768,
metric,"round_83",boundary_queue_size,1857,
metric,"round_83",accepted_local_collapses,387,
metric,"round_83",accepted_boundary_collapses,128,
metric,"round_83",skipped_boundary_edges,0,
metric,"round_83",rejected_conflicts,1324,
metric,"round_83",repartitioned,1,
metric,"round_84",interior_edge_fraction,0.972019,
metric,"round_84",boundary_edge_fraction,0.0279806,
metric,"round_84",partition_load_imbalance,11134.7,
metric,"round_84",local_queue_size,62287,
metric,"round_84",boundary_queue_size,1793,
metric,"round_84",accepted_local_collapses,387,
metric,"round_84",accepted_boundary_collapses,127,
metric,"round_84",skipped_boundary_edges,0,
metric,"round_84",rejected_conflicts,1626,
metric,"round_84",repartitioned,1,
metric,"round_85",interior_edge_fraction,0.967924,
metric,"round_85",boundary_edge_fraction,0.0320765,
metric,"round_85",partition_load_imbalance,3679.67,
metric,"round_85",local_queue_size,60532,
metric,"round_85",boundary_queue_size,2006,
metric,"round_85",accepted_local_collapses,388,
metric,"round_85",accepted_boundary_collapses,128,
metric,"round_85",skipped_boundary_edges,0,
metric,"round_85",rejected_conflicts,1285,
metric,"round_85",repartitioned,1,
metric,"round_86",interior_edge_fraction,0.969634,
metric,"round_86",boundary_edge_fraction,0.0303656,
metric,"round_86",partition_load_imbalance,5483.17,
metric,"round_86",local_queue_size,59138,
metric,"round_86",boundary_queue_size,1852,
metric,"round_86",accepted_local_collapses,388,
metric,"round_86",accepted_boundary_collapses,128,
metric,"round_86",skipped_boundary_edges,0,
metric,"round_86",rejected_conflicts,1486,
metric,"round_86",repartitioned,1,
metric,"round_87",interior_edge_fraction,0.969634,
metric,"round_87",boundary_edge_fraction,0.0303657,
metric,"round_87",partition_load_imbalance,3626.56,
metric,"round_87",local_queue_size,57637,
metric,"round_87",boundary_queue_size,1805,
metric,"round_87",accepted_local_collapses,386,
metric,"round_87",accepted_boundary_collapses,124,
metric,"round_87",skipped_boundary_edges,0,
metric,"round_87",rejected_conflicts,1816,
metric,"round_87",repartitioned,1,
metric,"round_88",interior_edge_fraction,0.970576,
metric,"round_88",boundary_edge_fraction,0.029424,
metric,"round_88",partition_load_imbalance,4054.12,
metric,"round_88",local_queue_size,56208,
metric,"round_88",boundary_queue_size,1704,
metric,"round_88",accepted_local_collapses,387,
metric,"round_88",accepted_boundary_collapses,115,
metric,"round_88",skipped_boundary_edges,0,
metric,"round_88",rejected_conflicts,1713,
metric,"round_88",repartitioned,1,
metric,"round_89",interior_edge_fraction,0.97167,
metric,"round_89",boundary_edge_fraction,0.0283303,
metric,"round_89",partition_load_imbalance,8056,
metric,"round_89",local_queue_size,54808,
metric,"round_89",boundary_queue_size,1598,
metric,"round_89",accepted_local_collapses,387,
metric,"round_89",accepted_boundary_collapses,98,
metric,"round_89",skipped_boundary_edges,0,
metric,"round_89",rejected_conflicts,2251,
metric,"round_89",repartitioned,1,
metric,"round_90",interior_edge_fraction,0.971666,
metric,"round_90",boundary_edge_fraction,0.0283343,
metric,"round_90",partition_load_imbalance,32023,
metric,"round_90",local_queue_size,53394,
metric,"round_90",boundary_queue_size,1557,
metric,"round_90",accepted_local_collapses,375,
metric,"round_90",accepted_boundary_collapses,105,
metric,"round_90",skipped_boundary_edges,0,
metric,"round_90",rejected_conflicts,2085,
metric,"round_90",repartitioned,1,
metric,"round_91",interior_edge_fraction,0.972305,
metric,"round_91",boundary_edge_fraction,0.0276952,
metric,"round_91",partition_load_imbalance,7954.5,
metric,"round_91",local_queue_size,52029,
metric,"round_91",boundary_queue_size,1482,
metric,"round_91",accepted_local_collapses,361,
metric,"round_91",accepted_boundary_collapses,98,
metric,"round_91",skipped_boundary_edges,0,
metric,"round_91",rejected_conflicts,1829,
metric,"round_91",repartitioned,1,
metric,"round_92",interior_edge_fraction,0.974086,
metric,"round_92",boundary_edge_fraction,0.025914,
metric,"round_92",partition_load_imbalance,31598,
metric,"round_92",local_queue_size,50783,
metric,"round_92",boundary_queue_size,1351,
metric,"round_92",accepted_local_collapses,353,
metric,"round_92",accepted_boundary_collapses,91,
metric,"round_92",skipped_boundary_edges,0,
metric,"round_92",rejected_conflicts,1637,
metric,"round_92",repartitioned,1,
metric,"round_93",interior_edge_fraction,0.972481,
metric,"round_93",boundary_edge_fraction,0.0275186,
metric,"round_93",partition_load_imbalance,31383,
metric,"round_93",local_queue_size,49404,
metric,"round_93",boundary_queue_size,1398,
metric,"round_93",accepted_local_collapses,346,
metric,"round_93",accepted_boundary_collapses,82,
metric,"round_93",skipped_boundary_edges,0,
metric,"round_93",rejected_conflicts,1573,
metric,"round_93",repartitioned,1,
metric,"round_94",interior_edge_fraction,0.973303,
metric,"round_94",boundary_edge_fraction,0.0266974,
metric,"round_94",partition_load_imbalance,31146,
metric,"round_94",local_queue_size,48196,
metric,"round_94",boundary_queue_size,1322,
metric,"round_94",accepted_local_collapses,337,
metric,"round_94",accepted_boundary_collapses,82,
metric,"round_94",skipped_boundary_edges,0,
metric,"round_94",rejected_conflicts,1491,
metric,"round_94",repartitioned,1,
metric,"round_95",interior_edge_fraction,0.973291,
metric,"round_95",boundary_edge_fraction,0.0267089,
metric,"round_95",partition_load_imbalance,30956,
metric,"round_95",local_queue_size,46972,
metric,"round_95",boundary_queue_size,1289,
metric,"round_95",accepted_local_collapses,332,
metric,"round_95",accepted_boundary_collapses,80,
metric,"round_95",skipped_boundary_edges,0,
metric,"round_95",rejected_conflicts,1416,
metric,"round_95",repartitioned,1,
metric,"round_96",interior_edge_fraction,0.973482,
metric,"round_96",boundary_edge_fraction,0.0265178,
metric,"round_96",partition_load_imbalance,30708,
metric,"round_96",local_queue_size,45778,
metric,"round_96",boundary_queue_size,1247,
metric,"round_96",accepted_local_collapses,330,
metric,"round_96",accepted_boundary_collapses,74,
metric,"round_96",skipped_boundary_edges,0,
metric,"round_96",rejected_conflicts,1376,
metric,"round_96",repartitioned,1,
metric,"round_97",interior_edge_fraction,0.973588,
metric,"round_97",boundary_edge_fraction,0.0264117,
metric,"round_97",partition_load_imbalance,30482,
metric,"round_97",local_queue_size,44603,
metric,"round_97",boundary_queue_size,1210,
metric,"round_97",accepted_local_collapses,330,
metric,"round_97",accepted_boundary_collapses,75,
metric,"round_97",skipped_boundary_edges,0,
metric,"round_97",rejected_conflicts,1472,
metric,"round_97",repartitioned,1,
metric,"round_98",interior_edge_fraction,0.974595,
metric,"round_98",boundary_edge_fraction,0.0254047,
metric,"round_98",partition_load_imbalance,10094,
metric,"round_98",local_queue_size,43465,
metric,"round_98",boundary_queue_size,1133,
metric,"round_98",accepted_local_collapses,328,
metric,"round_98",accepted_boundary_collapses,67,
metric,"round_98",skipped_boundary_edges,0,
metric,"round_98",rejected_conflicts,2036,
metric,"round_98",repartitioned,1,
metric,"round_99",interior_edge_fraction,0.974708,
metric,"round_99",boundary_edge_fraction,0.025292,
metric,"round_99",partition_load_imbalance,30042,
metric,"round_99",local_queue_size,42315,
metric,"round_99",boundary_queue_size,1098,
metric,"round_99",accepted_local_collapses,318,
metric,"round_99",accepted_boundary_collapses,60,
metric,"round_99",skipped_boundary_edges,0,
metric,"round_99",rejected_conflicts,1830,
metric,"round_99",repartitioned,1,
metric,"round_100",interior_edge_fraction,0.972185,
metric,"round_100",boundary_edge_fraction,0.0278152,
metric,"round_100",partition_load_imbalance,29841,
metric,"round_100",local_queue_size,41103,
metric,"round_100",boundary_queue_size,1176,
metric,"round_100",accepted_local_collapses,302,
metric,"round_100",accepted_boundary_collapses,56,
metric,"round_100",skipped_boundary_edges,0,
metric,"round_100",rejected_conflicts,1886,
metric,"round_100",repartitioned,1,
metric,"round_101",interior_edge_fraction,0.972333,
metric,"round_101",boundary_edge_fraction,0.0276665,
metric,"round_101",partition_load_imbalance,29646,
metric,"round_101",local_queue_size,40065,
metric,"round_101",boundary_queue_size,1140,
metric,"round_101",accepted_local_collapses,283,
metric,"round_101",accepted_boundary_collapses,52,
metric,"round_101",skipped_boundary_edges,0,
metric,"round_101",rejected_conflicts,1964,
metric,"round_101",repartitioned,1,
metric,"round_102",interior_edge_fraction,0.97102,
metric,"round_102",boundary_edge_fraction,0.0289801,
metric,"round_102",partition_load_imbalance,29436,
metric,"round_102",local_queue_size,39035,
metric,"round_102",boundary_queue_size,1165,
metric,"round_102",accepted_local_collapses,257,
metric,"round_102",accepted_boundary_collapses,52,
metric,"round_102",skipped_boundary_edges,0,
metric,"round_102",rejected_conflicts,1751,
metric,"round_102",repartitioned,1,
metric,"round_103",interior_edge_fraction,0.970947,
metric,"round_103",boundary_edge_fraction,0.029053,
metric,"round_103",partition_load_imbalance,29237,
metric,"round_103",local_queue_size,38132,
metric,"round_103",boundary_queue_size,1141,
metric,"round_103",accepted_local_collapses,247,
metric,"round_103",accepted_boundary_collapses,49,
metric,"round_103",skipped_boundary_edges,0,
metric,"round_103",rejected_conflicts,1580,
metric,"round_103",repartitioned,1,
metric,"round_104",interior_edge_fraction,0.971161,
metric,"round_104",boundary_edge_fraction,0.0288394,
metric,"round_104",partition_load_imbalance,29024,
metric,"round_104",local_queue_size,37278,
metric,"round_104",boundary_queue_size,1107,
metric,"round_104",accepted_local_collapses,231,
metric,"round_104",accepted_boundary_collapses,47,
metric,"round_104",skipped_boundary_edges,0,
metric,"round_104",rejected_conflicts,1383,
metric,"round_104",repartitioned,1,
metric,"round_105",interior_edge_fraction,0.97092,
metric,"round_105",boundary_edge_fraction,0.0290805,
metric,"round_105",partition_load_imbalance,28785,
metric,"round_105",local_queue_size,36459,
metric,"round_105",boundary_queue_size,1092,
metric,"round_105",accepted_local_collapses,221,
metric,"round_105",accepted_boundary_collapses,46,
metric,"round_105",skipped_boundary_edges,0,
metric,"round_105",rejected_conflicts,1554,
metric,"round_105",repartitioned,1,
metric,"round_106",interior_edge_fraction,0.971347,
metric,"round_106",boundary_edge_fraction,0.0286531,
metric,"round_106",partition_load_imbalance,28586,
metric,"round_106",local_queue_size,35697,
metric,"round_106",boundary_queue_size,1053,
metric,"round_106",accepted_local_collapses,213,
metric,"round_106",accepted_boundary_collapses,43,
metric,"round_106",skipped_boundary_edges,0,
metric,"round_106",rejected_conflicts,1641,
metric,"round_106",repartitioned,1,
metric,"round_107",interior_edge_fraction,0.889195,
metric,"round_107",boundary_edge_fraction,0.110805,
metric,"round_107",partition_load_imbalance,4.92555,
metric,"round_107",local_queue_size,31995,
metric,"round_107",boundary_queue_size,3987,
metric,"round_107",accepted_local_collapses,512,
metric,"round_107",accepted_boundary_collapses,128,
metric,"round_107",skipped_boundary_edges,0,
metric,"round_107",rejected_conflicts,992,
metric,"round_107",repartitioned,1,
metric,"round_108",interior_edge_fraction,0.887,
metric,"round_108",boundary_edge_fraction,0.113,
metric,"round_108",partition_load_imbalance,5.64914,
metric,"round_108",local_queue_size,30213,
metric,"round_108",boundary_queue_size,3849,
metric,"round_108",accepted_local_collapses,512,
metric,"round_108",accepted_boundary_collapses,128,
metric,"round_108",skipped_boundary_edges,0,
metric,"round_108",rejected_conflicts,1572,
metric,"round_108",repartitioned,1,
metric,"round_109",interior_edge_fraction,0.883828,
metric,"round_109",boundary_edge_fraction,0.116172,
metric,"round_109",partition_load_imbalance,7.14381,
metric,"round_109",local_queue_size,28408,
metric,"round_109",boundary_queue_size,3734,
metric,"round_109",accepted_local_collapses,493,
metric,"round_109",accepted_boundary_collapses,128,
metric,"round_109",skipped_boundary_edges,0,
metric,"round_109",rejected_conflicts,1860,
metric,"round_109",repartitioned,1,
metric,"round_110",interior_edge_fraction,0.882196,
metric,"round_110",boundary_edge_fraction,0.117804,
metric,"round_110",partition_load_imbalance,8.82646,
metric,"round_110",local_queue_size,26712,
metric,"round_110",boundary_queue_size,3567,
metric,"round_110",accepted_local_collapses,469,
metric,"round_110",accepted_boundary_collapses,128,
metric,"round_110",skipped_boundary_edges,0,
metric,"round_110",rejected_conflicts,1510,
metric,"round_110",repartitioned,1,
metric,"round_111",interior_edge_fraction,0.881283,
metric,"round_111",boundary_edge_fraction,0.118717,
metric,"round_111",partition_load_imbalance,10.819,
metric,"round_111",local_queue_size,25106,
metric,"round_111",boundary_queue_size,3382,
metric,"round_111",accepted_local_collapses,454,
metric,"round_111",accepted_boundary_collapses,128,
metric,"round_111",skipped_boundary_edges,0,
metric,"round_111",rejected_conflicts,1293,
metric,"round_111",repartitioned,1,
metric,"round_112",interior_edge_fraction,0.880001,
metric,"round_112",boundary_edge_fraction,0.119999,
metric,"round_112",partition_load_imbalance,13.2351,
metric,"round_112",local_queue_size,23533,
metric,"round_112",boundary_queue_size,3209,
metric,"round_112",accepted_local_collapses,438,
metric,"round_112",accepted_boundary_collapses,128,
metric,"round_112",skipped_boundary_edges,0,
metric,"round_112",rejected_conflicts,1142,
metric,"round_112",repartitioned,1,
metric,"round_113",interior_edge_fraction,0.878654,
metric,"round_113",boundary_edge_fraction,0.121346,
metric,"round_113",partition_load_imbalance,15.8674,
metric,"round_113",local_queue_size,22005,
metric,"round_113",boundary_queue_size,3039,
metric,"round_113",accepted_local_collapses,430,
metric,"round_113",accepted_boundary_collapses,128,
metric,"round_113",skipped_boundary_edges,0,
metric,"round_113",rejected_conflicts,1044,
metric,"round_113",repartitioned,1,
metric,"round_114",interior_edge_fraction,0.876038,
metric,"round_114",boundary_edge_fraction,0.123962,
metric,"round_114",partition_load_imbalance,19.341,
metric,"round_114",local_queue_size,20473,
metric,"round_114",boundary_queue_size,2897,
metric,"round_114",accepted_local_collapses,422,
metric,"round_114",accepted_boundary_collapses,128,
metric,"round_114",skipped_boundary_edges,0,
metric,"round_114",rejected_conflicts,1079,
metric,"round_114",repartitioned,1,
metric,"round_115",interior_edge_fraction,0.872836,
metric,"round_115",boundary_edge_fraction,0.127164,
metric,"round_115",partition_load_imbalance,22.9651,
metric,"round_115",local_queue_size,18958,
metric,"round_115",boundary_queue_size,2762,
metric,"round_115",accepted_local_collapses,410,
metric,"round_115",accepted_boundary_collapses,128,
metric,"round_115",skipped_boundary_edges,0,
metric,"round_115",rejected_conflicts,1152,
metric,"round_115",repartitioned,1,
metric,"round_116",interior_edge_fraction,0.869591,
metric,"round_116",boundary_edge_fraction,0.130409,
metric,"round_116",partition_load_imbalance,27.7164,
metric,"round_116",local_queue_size,17484,
metric,"round_116",boundary_queue_size,2622,
metric,"round_116",accepted_local_collapses,408,
metric,"round_116",accepted_boundary_collapses,128,
metric,"round_116",skipped_boundary_edges,0,
metric,"round_116",rejected_conflicts,1510,
metric,"round_116",repartitioned,1,
metric,"round_117",interior_edge_fraction,0.865012,
metric,"round_117",boundary_edge_fraction,0.134988,
metric,"round_117",partition_load_imbalance,34.2475,
metric,"round_117",local_queue_size,16001,
metric,"round_117",boundary_queue_size,2497,
metric,"round_117",accepted_local_collapses,393,
metric,"round_117",accepted_boundary_collapses,128,
metric,"round_117",skipped_boundary_edges,0,
metric,"round_117",rejected_conflicts,1468,
metric,"round_117",repartitioned,1,
metric,"round_118",interior_edge_fraction,0.863773,
metric,"round_118",boundary_edge_fraction,0.136227,
metric,"round_118",partition_load_imbalance,40.4375,
metric,"round_118",local_queue_size,14628,
metric,"round_118",boundary_queue_size,2307,
metric,"round_118",accepted_local_collapses,373,
metric,"round_118",accepted_boundary_collapses,128,
metric,"round_118",skipped_boundary_edges,0,
metric,"round_118",rejected_conflicts,1375,
metric,"round_118",repartitioned,1,
metric,"round_119",interior_edge_fraction,0.860096,
metric,"round_119",boundary_edge_fraction,0.139904,
metric,"round_119",partition_load_imbalance,46.7188,
metric,"round_119",local_queue_size,13273,
metric,"round_119",boundary_queue_size,2159,
metric,"round_119",accepted_local_collapses,366,
metric,"round_119",accepted_boundary_collapses,128,
metric,"round_119",skipped_boundary_edges,0,
metric,"round_119",rejected_conflicts,1369,
metric,"round_119",repartitioned,1,
metric,"round_120",interior_edge_fraction,0.847599,
metric,"round_120",boundary_edge_fraction,0.152401,
metric,"round_120",partition_load_imbalance,56.1837,
metric,"round_120",local_queue_size,11824,
metric,"round_120",boundary_queue_size,2126,
metric,"round_120",accepted_local_collapses,356,
metric,"round_120",accepted_boundary_collapses,128,
metric,"round_120",skipped_boundary_edges,0,
metric,"round_120",rejected_conflicts,1359,
metric,"round_120",repartitioned,1,
metric,"round_121",interior_edge_fraction,0.841415,
metric,"round_121",boundary_edge_fraction,0.158585,
metric,"round_121",partition_load_imbalance,76.1212,
metric,"round_121",local_queue_size,10516,
metric,"round_121",boundary_queue_size,1982,
metric,"round_121",accepted_local_collapses,345,
metric,"round_121",accepted_boundary_collapses,128,
metric,"round_121",skipped_boundary_edges,0,
metric,"round_121",rejected_conflicts,1333,
metric,"round_121",repartitioned,1,
metric,"round_122",interior_edge_fraction,0.835545,
metric,"round_122",boundary_edge_fraction,0.164455,
metric,"round_122",partition_load_imbalance,100,
metric,"round_122",local_queue_size,9257,
metric,"round_122",boundary_queue_size,1822,
metric,"round_122",accepted_local_collapses,339,
metric,"round_122",accepted_boundary_collapses,128,
metric,"round_122",skipped_boundary_edges,0,
metric,"round_122",rejected_conflicts,1487,
metric,"round_122",repartitioned,1,
metric,"round_123",interior_edge_fraction,0.829614,
metric,"round_123",boundary_edge_fraction,0.170386,
metric,"round_123",partition_load_imbalance,130.312,
metric,"round_123",local_queue_size,8029,
metric,"round_123",boundary_queue_size,1649,
metric,"round_123",accepted_local_collapses,335,
metric,"round_123",accepted_boundary_collapses,128,
metric,"round_123",skipped_boundary_edges,0,
metric,"round_123",rejected_conflicts,1988,
metric,"round_123",repartitioned,1,
metric,"round_124",interior_edge_fraction,0.823863,
metric,"round_124",boundary_edge_fraction,0.176137,
metric,"round_124",partition_load_imbalance,186.7,
metric,"round_124",local_queue_size,6829,
metric,"round_124",boundary_queue_size,1460,
metric,"round_124",accepted_local_collapses,329,
metric,"round_124",accepted_boundary_collapses,119,
